what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333480330879
started,bundle,org.eclipse.wst.validation.ui,1.2.300.v201201050300,"org.eclipse.wst.validation.ui",1333480333271
started,bundle,org.eclipse.wst.wsi.ui,1.0.502.v201104071820,"org.eclipse.wst.wsi.ui",1333480333527
started,bundle,org.eclipse.mylyn.wikitext.ui,1.5.0.v20110608-1400,"org.eclipse.mylyn.wikitext.ui",1333480335672
started,bundle,org.eclipse.mylyn.wikitext.core,1.5.1.v20110720-0100,"org.eclipse.mylyn.wikitext.core",1333480335705
started,bundle,org.eclipse.wst.common.project.facet.ui,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.ui",1333480340804
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externaltools",1333480347144
started,bundle,org.eclipse.core.externaltools,1.0.100.v20111007_r372,"org.eclipse.core.externaltools",1333480347213
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333480369102
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333480370605
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333480462095
started,bundle,org.eclipse.pde.core,3.7.1.v20120103_r372,"org.eclipse.pde.core",1333480462647
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333480464986
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333480502486
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1333480502506
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1333480508646
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1333480511649
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333480517709
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333480524514
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333480528145
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333480610587
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1333480610596
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1333480613206
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333480619226
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333480716411
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.properties",1333480716421
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333480823648
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333480844198
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333480874347
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.showInformation",1333480874364
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333480879166
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333480902907
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333480929536
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.2.v201201260000,"org.eclipse.jpt.jaxb.ui",1333480941574
started,bundle,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui",1333480941651
started,bundle,org.eclipse.jpt.common.core,1.0.2.v201111103010,"org.eclipse.jpt.common.core",1333480941761
started,bundle,org.eclipse.jpt.jpa.core,3.0.2.v201201243020,"org.eclipse.jpt.jpa.core",1333480941796
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1333480941928
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1333480941962
started,bundle,org.eclipse.pde.api.tools,1.0.301.v20111129-2053,"org.eclipse.pde.api.tools",1333480942134
started,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1333480942144
started,bundle,org.eclipse.jpt.jaxb.core,1.0.2.v201111103010,"org.eclipse.jpt.jaxb.core",1333480942344
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1333480944031
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1333480971107
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333480981196
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333481142148
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1333481144155
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1333481144327
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1333481144647
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333481172958
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333481189259
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1333481190341
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1333481190381
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333481201695
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333481209043
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1333481209419
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1333481210188
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1333481211300
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1333481258897
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333481286571
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333481303522
